Cliente;Material;Tipo material;Texto breve de material;Nombre Fabricante;Numero Pieza de Fabricante;Centro área pl.nec.;Almacén;Caract.planif.nec.;Punto de pedido;Stock alm.máx.;Grupo de compras;Denominación GrpComp;Rubro;SubRubro;Unidad de peso;TIPO DOC;ESTADO ITEM;NRO. VA01/VA21;NRO. OC;FECHA RECEPCION;FECHA PICKING;FECHA CONTABILIZACION VL;FECHA ENTREGA ESPERADA;FECHA DE EMISION NECESIDAD;GRUPO DE COMPRA OC;NRO. SOLPED
00365 RIO TINTO;1016938;ZSSD;SILICONA LIQUIDA BRILLO SILICONADO X5LT;;;U365;365;V1;5;8;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAN;ADJUDICADO;1000088100;4500127327;;;;14/5/2026;10/5/2026;C35;10149733
00365 RIO TINTO;1016948;ZSSD;AEROSOL DESINFECTANTE ANTIBACT 360ML;;;U365;365;V1;6;9;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAN;SIN TRATAMIENTO;1000088902;;;;;22/6/2026;22/5/2026;;10150772
00365 RIO TINTO;1017010;ZSSD;BOLIGRAFO TRAZO FINO AZUL;;MÚLT. 24U;U365;365;V1;72;125;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;ZPAN;ADJUDICADO;1000088186;4500127829;;;;12/6/2026;12/5/2026;C17;10149890
00365 RIO TINTO;1017016;ZSSD;MARCADOR PERMANENTE NEGRO;;MÚLT. 10U;U365;365;V1;5;8;C17;INSUMOS A;LIBRERIA;ESCRITURA;KG;ZPAN;SIN TRATAMIENTO;1000088902;;;;;22/6/2026;22/5/2026;;10150772
00365 RIO TINTO;1017108;ZSSD;ESTACA 1PGX1PGX1 MTS;;;U365;365;V1;711;1253;C22;INSUMOS C;MADERA;ESTACAS;KG;ZPAN;SIN TRATAMIENTO;1000088902;;;;;22/6/2026;22/5/2026;;10150772
00365 RIO TINTO;1018427;ZSTO;Correa A/A;CATERPILLA;1749030;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;CORREAS;CAT D6T;KG;ZPAN;ADJUDICADO;1000088101;4500127982;;;;30/5/2026;10/5/2026;C29;10149735
00365 RIO TINTO;1018436;ZSSD;460E LIQUIDO FRENO;MOTORCRAFT;CC1Z/9365/E/;U365;365;RE;1;2;AGV;COMPRAS AGV;LUBRICANTES;INSUMOS;KG;ZPAN;SIN TRATAMIENTO;1000088999;;;;;8/6/2026;25/5/2026;;10150925
00365 RIO TINTO;1018843;ZSSD;PROTECTOR P/CAMARA 16.00 R25;UNIMAX LTÉ;;U365;365;V1;8;14;C03;EQUIPOS;;;KG;ZPAN;ADJUDICADO;1000088036;4500127582;;;;22/5/2026;8/5/2026;C03;10149637
00365 RIO TINTO;1033341;ZSTO;CUBIERTA 16.00 R25;;16.00 R25;U365;365;V1;8;14;C03;EQUIPOS;;;KG;ZPAN;ADJUDICADO;1000088036;4500127582;;;;22/5/2026;8/5/2026;C03;10149637
00365 RIO TINTO;1055929;ZSTO;CUBIERTA 14.00 R25 TRACCION;;MAXAM TRACCION 14.00 R25;U365;365;V1;4;6;C03;EQUIPOS;;;KG;ZPAN;SIN TRATAMIENTO;1000088036;;;;;22/5/2026;8/5/2026;;10149637
00365 RIO TINTO;1055931;ZSTO;PROTECTOR P/CAMARA 14.00 R25;;PROTECTOR 14.00 R25;U365;365;V1;4;6;C03;EQUIPOS;;;KG;ZPAN;SIN TRATAMIENTO;1000088036;;;;;22/5/2026;8/5/2026;;10149637
00365 RIO TINTO;1055932;ZSTO;CAMARA 14.00 R25;;14.00 R25;U365;365;V1;4;6;C03;EQUIPOS;;;KG;ZPAN;SIN TRATAMIENTO;1000088036;;;;;22/5/2026;8/5/2026;;10149637
00365 RIO TINTO;1027761;ZSTO;FILTRO DE AIRE PRIMARIO;CNH;CNH47931042;U365;365;V1;2;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027762;ZSTO;FILTRO DE AIRE SECUNDARIO;CNH;CNH47931043;U365;365;V1;2;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027766;ZSTO;FILTRO COMB.;CNH;CNH5802104260;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027767;ZSTO;FILTRO COLADOR DEL TANQUE DE COMBUSTIBLE;CNH;CNH BU0360092;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027768;ZSTO;FILTRO COLADOR TANQUE HIDRAULICO;CNH;CNH47906175;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027769;ZSTO;FILTRO HIDRAULICO;CNH;CNH V204010/60156;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027763;ZSTO;FILTRO TRAMPA DE AGUA;DONALDSON;P551361;U365;365;V1;2;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;ADJUDICADO;1000088110;4500127928;;;;25/5/2026;11/5/2026;C29;10149751
00365 RIO TINTO;1046969;ZSTO;SELLO ANULAR;;4P-5524;U365;365;V1;2;3;C03;EQUIPOS;;;KG;ZPAN;DESPACHADO;1000088110;4500127457;18/5/2026;18/5/2026;21/5/2026;25/5/2026;11/5/2026;C03;10149751
00365 RIO TINTO;1046970;ZSTO;SELLO ANULAR;;7D-7111;U365;365;V1;1;2;C03;EQUIPOS;;;KG;ZPAN;DESPACHADO;1000088110;4500127457;18/5/2026;18/5/2026;21/5/2026;25/5/2026;11/5/2026;C03;10149751
00365 RIO TINTO;1046190;ZSTO;SELLO ANULAR;;130-0229;U365;365;V1;1;2;C03;EQUIPOS;;;KG;ZPAN;DESPACHADO;1000088110;4500127457;18/5/2026;18/5/2026;21/5/2026;25/5/2026;11/5/2026;C03;10149751
00365 RIO TINTO;1055555;ZSSD;FENOLICO COMUN 18MM 2.44X1.22 MTS;;;U365;365;V1;46;80;C22;INSUMOS C;MADERA;?;KG;ZPAN;SIN TRATAMIENTO;1000088902;;;;;22/6/2026;22/5/2026;;10150772
00372 UTE 372 GEO POSCO II;1034629;ZSTO;JUNTA TAPA PRINCIPAL;DBT S.A. //;3036097 // 119717-11331;U003;372;V1;3;4;C29;FILTROS/RESPUESTOS;REPUESTOS;HIMOINSA LTA 8 V LED;KG;ZPAN;ADJUDICADO;1000073530;4500127078;;;;17/5/2026;6/9/2025;C29;10130402
00372 UTE 372 GEO POSCO II;1048243;ZSTO;CADENA DE RODILLO - LEISTER;;146.517;U003;372;RE;2;4;CGT;GC Geotextiles;REPUESTOS;?;KG;ZPAN;ADJUDICADO;1000078372;4500114743;;;;28/4/2026;25/11/2025;CGT;10136715
00372 UTE 372 GEO POSCO II;1048247;ZSTO;EJE MOTRIZ - LEISTER;;146.321;U003;372;RE;2;4;CGT;GC Geotextiles;REPUESTOS;?;KG;ZPAN;ADJUDICADO;1000078372;4500114743;;;;28/4/2026;25/11/2025;CGT;10136715
00372 UTE 372 GEO POSCO II;1048106;ZSTO;RUEDA DENTADA Z10;;146.531;U003;372;RE;1;4;CGT;GC Geotextiles;REPUESTOS;?;KG;ZPAN;CUMPLIDO PARCIAL;1000085405;4500123875;16/5/2026;16/5/2026;19/5/2026;24/4/2026;25/3/2026;C29;10146173
00372 UTE 372 GEO POSCO II;1001952;ZSTO;TRAPO LIMPIO (BOLSAX10KG) XUN;;MÚLT. 10 KG;U003;372;V1;6;10;C27;FERRETERIA MR01;FERRETERIA;ACCESORIOS;KG;ZPAN;RECEPCIONADO PARCIAL;1000085568;4500123839;6/5/2026;;;30/5/2026;27/3/2026;C27;10146419
00372 UTE 372 GEO POSCO II;1048123;ZSTO;FILTRO BOMBA VACIO LEISTER;;MODELO: KIT 158665;U003;372;RE;1;3;CGT;GC Geotextiles;REPUESTOS;?;KG;ZPAN;ADJUDICADO;1000085568;4500126363;;;;20/5/2026;27/3/2026;C29;10146419
00372 UTE 372 GEO POSCO II;1042018;ZSCD;CAMPERA ABRIGO ROJA T.L;;;U003;372;V1;8;12;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000087437;4500126351;;;;28/5/2026;28/4/2026;C28;10148794
00372 UTE 372 GEO POSCO II;1004046;ZSTO;BATERIA 12V 200 AMP;LEVAS BOSC // LEVAS BOSC // LEVAS BOSC // VOLVO CONS;4180E12VOL180AH1390 // BAT BOSCH S4200E // S5X 220E BOSCH // 22813727;U003;372;V1;1;3;C29;FILTROS/RESPUESTOS;REPUESTOS;VOLVO FMX HID VOLCADORA;KG;ZPAN;DESPACHADO;1000087716;4500126923;7/5/2026;7/5/2026;12/5/2026;4/6/2026;4/5/2026;C29;10149103
00372 UTE 372 GEO POSCO II;1046208;ZSCD;CABEZAL SOPLETE P/CARTU GAS BUTANO 227GR;;;U003;372;V1;4;6;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAN;ADJUDICADO;1000087716;4500128021;;;;4/6/2026;4/5/2026;C27;10149103
00372 UTE 372 GEO POSCO II;1002071;ZSTO;CAMPERA DESCARNE T.XXXL;;;U003;372;RE;1;1;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000087789;4500127064;;;;5/6/2026;5/5/2026;C28;10149249
00372 UTE 372 GEO POSCO II;1016938;ZSSD;SILICONA LIQUIDA BRILLO SILICONADO X5LT;;;U003;372;V1;2;3;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAN;ADJUDICADO;1000087789;4500127046;;;;5/6/2026;5/5/2026;C17;10149249
00372 UTE 372 GEO POSCO II;1001787;ZSTO;ACEITE ISO 68 HIDRAULICO X 205L;YPF S.A. // YPF S.A.;BP68 // 135592;U003;372;RE;1;1;L01;ACEITES;LUBRICANTES;ACEITES;KG;ZPAN;ADJUDICADO;1000087865;4500127008;;;;8/6/2026;6/5/2026;L03;10149396
00372 UTE 372 GEO POSCO II;1001701;ZSTO;GUANTE NITRILO AZUL PUÑO ELASTIZADO;;;U003;372;V1;3;5;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAN;ADJUDICADO;1000088023;4500127402;;;;8/6/2026;8/5/2026;C28;10149626
00372 UTE 372 GEO POSCO II;1001772;ZSTO;BANDERIN ROJO Y BLANCO 500MM X 700MM XUN;;;U003;372;V1;2;4;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;SEÑALIZACION;KG;ZPAN;ADJUDICADO;1000088134;4500127707;;;;11/6/2026;11/5/2026;C28;10149773
00372 UTE 372 GEO POSCO II;1003175;ZSTO;FILTRO DE COMBUSTIBLE;CATERPILLA;3608960;U003;372;V1;3;5;F06;FILTRO COMBUSTIBLE;FILTROS;CAT 950;KG;ZPAN;DESPACHADO;1000088134;4500127570;19/5/2026;19/5/2026;20/5/2026;11/6/2026;11/5/2026;F03;10149773
00372 UTE 372 GEO POSCO II;1026261;ZSCD;HOJA CUTTER STANLEY 11-921a X 100 UN;;;U003;372;RE;1;2;C17;INSUMOS A;FERRETERIA;INSUMOS;KG;ZPAN;ADJUDICADO;1000088185;4500127995;;;;12/6/2026;12/5/2026;C17;10149889
00372 UTE 372 GEO POSCO II;1002923;ZSTO;FILTRO COMBUSTIBLE;BOMAG GMBH // DONALDSON;5716779 // P554620;U003;372;V1;2;2;F06;FILTRO COMBUSTIBLE;FILTROS;BW24RH;KG;ZPAN;ADJUDICADO;1000088544;4500128233;;;;30/6/2026;17/5/2026;F04;10150364
00374 TERMINAL PUNTA COLORADA;1054325;ZSSD;SIKASWELL S-2 X600ML;;;MR01;374;V1;140;280;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000084661;4500123297;;;;14/4/2026;12/3/2026;C18;10145224
00374 TERMINAL PUNTA COLORADA;1054335;ZSCD;PISTOLA APLICADORA SIKA X600ML;;;MR01;374;V1;4;8;C18;HORMIGÓN;FERRETERIA;?;KG;ZPAN;ADJUDICADO;1000084661;4500123297;;;;6/4/2026;12/3/2026;C18;10145224
00374 TERMINAL PUNTA COLORADA;1054336;ZSCD;PISTOLA APLICADORA SIKA X300ML;;;MR01;374;V1;4;8;C18;HORMIGÓN;FERRETERIA;?;KG;ZPAN;ADJUDICADO;1000084661;4500123297;;;;6/4/2026;12/3/2026;C18;10145224
00374 TERMINAL PUNTA COLORADA;1049985;ZSCD;CHALECO GRAFA REFLECTIVO VERDE C2 T.M;;;MR01;374;V1;5;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000086192;4500124632;;;;28/4/2026;8/4/2026;C28;10147135
00374 TERMINAL PUNTA COLORADA;1049986;ZSCD;CHALECO GRAFA REFLECTIVO VERDE C2 T.L;;;MR01;374;V1;5;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000086192;4500124632;;;;28/4/2026;8/4/2026;C28;10147135
00374 TERMINAL PUNTA COLORADA;1049987;ZSCD;CHALECO GRAFA REFLECTIVO VERDE C2 T.XL;;;MR01;374;V1;10;20;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000086192;4500124632;;;;28/4/2026;8/4/2026;C28;10147135
00374 TERMINAL PUNTA COLORADA;1049988;ZSCD;CHALECO GRAFA REFLECTIVO VERDE C2 T.XXL;;;MR01;374;V1;5;8;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000086192;4500124632;;;;28/4/2026;8/4/2026;C28;10147135
00374 TERMINAL PUNTA COLORADA;1054324;ZSSD;SIKADUR 32 GEL X1KG;;;MR01;374;V1;10;20;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000086662;4500125948;;;;6/5/2026;15/4/2026;C18;10147761
00374 TERMINAL PUNTA COLORADA;1001728;ZSTO;ADAPTADOR PROTECTOR FACIAL AUDITIVO;LIBUS // 3M // MSA // STEELPRO;902493 // ADAPTADOR VISOR PELTOR // ADAPTADOR VISOR PELTOR // UNIVERSAL STEELPRO;MR01;374;V1;25;50;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;ZPAS;CUMPLIDO PARCIAL;1000086947;;;4/5/2026;;11/5/2026;20/4/2026;;
00374 TERMINAL PUNTA COLORADA;1047703;ZSCD;CHALECO REFLECT. NARANJA C2 C/LOGO T.3XL;;;MR01;374;V1;8;16;C28;SEGURIDAD/ROPA/EPP;INDUMENTARIA;EPP;KG;ZPAN;ADJUDICADO;1000086949;4500126536;;;;11/5/2026;20/4/2026;C28;10148153
00374 TERMINAL PUNTA COLORADA;1054326;ZSSD;SIKASWELL A 2010 X10M;;;MR01;374;V1;20;40;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000087088;4500125948;;;;13/5/2026;22/4/2026;C18;10148351
00374 TERMINAL PUNTA COLORADA;1054315;ZSSD;SIKALATEX X20LT;;;MR01;374;V1;40;80;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000087209;4500126433;;;;15/5/2026;24/4/2026;C18;10148543
00374 TERMINAL PUNTA COLORADA;1001738;ZSTO;GRILLETE 7/8   8,5TONELADASC CERTIFICADO;;;MR01;374;V1;2;10;C27;FERRETERIA MR01;SEGURIDAD;LOGISTICA;KG;ZPAS;CUMPLIDO PARCIAL;1000087439;;;29/4/2026;30/4/2026;19/5/2026;28/4/2026;;
00374 TERMINAL PUNTA COLORADA;1002070;ZSTO;CAMPERA DESCARNE T.XXL;;;MR01;374;V1;2;4;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAS;SIN TRATAMIENTO;1000087721;;;;;22/5/2026;4/5/2026;;
00374 TERMINAL PUNTA COLORADA;1047704;ZSCD;CHALECO REFLECT. NARANJA C2 C/LOGO T.4XL;;;MR01;374;V1;4;8;C28;SEGURIDAD/ROPA/EPP;INDUMENTARIA;EPP;KG;ZPAN;ADJUDICADO;1000087724;4500127520;;;;22/5/2026;4/5/2026;C28;10149107
00374 TERMINAL PUNTA COLORADA;1016929;ZSSD;FRATACHO MADERA 30CM XUN;;;MR01;374;V1;10;20;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAN;ADJUDICADO;1000087792;4500128086;;;;26/5/2026;5/5/2026;C27;10149251
00374 TERMINAL PUNTA COLORADA;1017150;ZSSD;BARRETA SACACLAVOS 22X1500;;;MR01;374;V1;2;4;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAN;SIN TRATAMIENTO;1000088136;;;;;1/6/2026;11/5/2026;;10149774
00374 TERMINAL PUNTA COLORADA;1017214;ZSSD;DISCO DIAMANTADO P AMOLADORA 7PG;;;MR01;374;V1;25;50;C27;FERRETERIA MR01;FERRETERIA;ABRASIVOS/DISCOS;KG;ZPAN;ADJUDICADO;1000088184;4500128086;;;;2/6/2026;12/5/2026;C27;10149888
00374 TERMINAL PUNTA COLORADA;1047453;ZSCD;NIVEL IMANTADO X10CM;;;MR01;374;V1;2;4;C27;FERRETERIA MR01;FERRETERIA;HERRAMIENTAS MANUALES;KG;ZPAN;ADJUDICADO;1000088184;4500128086;;;;2/6/2026;12/5/2026;C27;10149888
00374 TERMINAL PUNTA COLORADA;1055985;ZSCD;FILTRO 3M;3M;MODELO 60926;MR01;374;V1;10;20;C28;SEGURIDAD/ROPA/EPP;;;KG;ZPAN;ADJUDICADO;1000088184;4500127919;;;;2/6/2026;12/5/2026;C28;10149888
00374 TERMINAL PUNTA COLORADA;1017022;ZSSD;CUADERNO ESPIRAL CUAD A4 T.SEMIDURA 80HJ;;;MR01;374;CL;5;10;C17;INSUMOS A;LIBRERIA;PAPEL;KG;ZPAN;PICKEADO;1000088271;4500127894;23/5/2026;23/5/2026;;3/6/2026;13/5/2026;C17;10150046
00374 TERMINAL PUNTA COLORADA;1017086;ZSSD;AZADA CON CABO;;;MR01;374;V1;5;10;C27;FERRETERIA MR01;FERRETERIA;HERRAMIENTA MANUAL;KG;ZPAN;CUMPLIDO PARCIAL;1000088271;4500128082;21/5/2026;21/5/2026;21/5/2026;3/6/2026;13/5/2026;C27;10150046
00374 TERMINAL PUNTA COLORADA;1054313;ZSSD;"SIKAROD 5/8""  X430M";;;MR01;374;V1;1;2;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000088271;4500127692;;;;3/6/2026;13/5/2026;C18;10150046
00374 TERMINAL PUNTA COLORADA;1054314;ZSSD;"SIKAROD 3/8""  X1000M";;;MR01;374;V1;1;2;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000088271;4500127692;;;;3/6/2026;13/5/2026;C18;10150046
00374 TERMINAL PUNTA COLORADA;1048030;ZSCD;LIJA AL AGUA GRANO 800;;;MR01;374;V1;25;50;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAN;SIN TRATAMIENTO;1000088352;;;;;4/6/2026;14/5/2026;;10150145
00374 TERMINAL PUNTA COLORADA;1054318;ZSSD;SIKAFLEX 1A PURFORM X300ML;;;MR01;374;V1;20;40;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000088352;4500127957;;;;4/6/2026;14/5/2026;C18;10150145
00374 TERMINAL PUNTA COLORADA;1054319;ZSSD;SIKAFLEX 1A PURFORM X600ML;;;MR01;374;V1;40;80;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000088352;4500127957;;;;4/6/2026;14/5/2026;C18;10150145
00374 TERMINAL PUNTA COLORADA;1054322;ZSSD;SIKADUR 52 INYECCIÓN X1KG;;;MR01;374;V1;10;20;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000088352;4500127957;;;;4/6/2026;14/5/2026;C18;10150145
00374 TERMINAL PUNTA COLORADA;1054327;ZSSD;SIKA SEPAROL PRECAST X200LTS;;;MR01;374;V1;1;1;C18;HORMIGÓN;HORMIGON;ADITIVO;KG;ZPAN;ADJUDICADO;1000088352;4500127957;;;;4/6/2026;14/5/2026;C18;10150145
00374 TERMINAL PUNTA COLORADA;1001701;ZSTO;GUANTE NITRILO AZUL PUÑO ELASTIZADO;;;MR01;374;V1;5;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;DESPACHADO;1000088430;;;18/5/2026;21/5/2026;5/6/2026;15/5/2026;;
00374 TERMINAL PUNTA COLORADA;1001830;ZSTO;CUBIERTA 295 80 R22.5;GOOD YEAR // PIRELLI NE // // GOOD YEAR // FIRESTONE;G686 MSS PLUS GOODYEAR // ARMOR MAX MSS 152K // FG01 // G386 MSS // G686 MSS PLUS // T822;MR01;374;V1;2;4;C48;CUBIERTAS CAMIONES;CUBIERTAS;STRALIS // VW 31-320;KG;ZPAS;DESPACHADO;1000088430;;;18/5/2026;21/5/2026;5/6/2026;15/5/2026;;
00374 TERMINAL PUNTA COLORADA;1016431;ZSTO;Tapa Tanque de Combustible;VOLVO MAQU;22839769;MR01;374;V1;1;3;C29;FILTROS/RESPUESTOS;REPUESTOS;VOLVO FM460;KG;ZPAS;DESPACHADO;1000088430;;;18/5/2026;21/5/2026;5/6/2026;15/5/2026;;
00374 TERMINAL PUNTA COLORADA;1001702;ZSTO;GUANTE SOLDADOR COSTURA KEVLAR;;;MR01;374;V1;4;8;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;DESPACHADO;1000088592;;;21/5/2026;21/5/2026;8/6/2026;18/5/2026;;
00374 TERMINAL PUNTA COLORADA;1001706;ZSTO;GUANTE LATEX USO MEDICINAL CAJA X 100 UN;;;MR01;374;V1;1;2;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;SIN TRATAMIENTO;1000088592;;;;;8/6/2026;18/5/2026;;
00374 TERMINAL PUNTA COLORADA;1001984;ZSTO;CARETA PARA SOLDADOR X UN;;;MR01;374;V1;2;4;C27;FERRETERIA MR01;SOLDADURA;ACCESORIOS;KG;ZPAS;DESPACHADO;1000088592;;;21/5/2026;21/5/2026;8/6/2026;18/5/2026;;
00374 TERMINAL PUNTA COLORADA;1002044;ZSTO;CAMISETA PRIMERA PIEL T.M;;;MR01;374;V1;10;20;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAS;DESPACHADO PARCIAL;1000088592;;;21/5/2026;21/5/2026;8/6/2026;18/5/2026;;
00374 TERMINAL PUNTA COLORADA;1016432;ZSTO;Tapa Tanque de Urea;VOLVO MAQU;21584844;MR01;374;V1;1;3;C29;FILTROS/RESPUESTOS;REPUESTOS;VOLVO FM460;KG;ZPAS;DESPACHADO PARCIAL;1000088592;;;21/5/2026;21/5/2026;8/6/2026;18/5/2026;;
00374 TERMINAL PUNTA COLORADA;1001773;ZSTO;CHALECOMICROPERFAMARILLOCONREFLECTIVO;;;MR01;374;V1;25;50;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAS;SIN TRATAMIENTO;1000088943;;;;;12/6/2026;22/5/2026;;
00374 TERMINAL PUNTA COLORADA;1001774;ZSTO;ESLINGA SINTETICA 4MTS 4TN CERTIFICADA;;;MR01;374;V1;2;6;C27;FERRETERIA MR01;SEGURIDAD;LOGISTICA;KG;ZPAS;SIN TRATAMIENTO;1000088943;;;;;12/6/2026;22/5/2026;;
00374 TERMINAL PUNTA COLORADA;1022103;ZSTO;Cuchilla;JOHN DEERE;T223081;MR01;374;V1;1;2;G01;CUCHILLAS;DESGASTE;MINICARGADORA JD 324G;KG;ZPAN;SIN TRATAMIENTO;1000088946;;;;;22/6/2026;22/5/2026;;10150807
00377-YPF 3° loop;1026272;ZSCD;DELANTAL KEVLAR C TRIPLE PROT ABDOMINAL;;;MR01;377;V1;5;10;C28;SEGURIDAD/ROPA/EPP;INDUMENTARIA;INSUMOS;KG;ZPAS;DESPACHADO;1000080052;;;23/12/2025;23/12/2025;14/1/2026;23/12/2025;;
00377-YPF 3° loop;1002211;ZSTO;CORREA VENTILADOR;;10PK1448-20712530 // 10PK1448-24635977;MR01;377;V1;1;2;C03;EQUIPOS;CORREAS;PLATAFORMA DE MANTENIMIENTO VE;KG;ZPAS;DESPACHADO;1000086664;;;13/5/2026;21/5/2026;6/5/2026;15/4/2026;;
00377-YPF 3° loop;1022053;ZSTO;CORREA ALTERNADOR;KOMATSU HO;20Y-01-B4010;MR01;377;V1;1;2;C29;FILTROS/RESPUESTOS;REPUESTOS;KOMATSU PC-220;KG;ZPAS;EMBALADO;1000087446;;;22/5/2026;;19/5/2026;28/4/2026;;
00377-YPF 3° loop;1003225;ZSTO;FILTRO ACEITE MOTOR CARTUCHO;CNH // //;500086331 // 500091645 // 500058320;MR01;377;V1;1;2;F03;FILTRO ACEITE;FILTROS;IVECO TRAKKER 410 T 44 EUROTRO;KG;ZPAS;DESPACHADO;1000087727;;;5/5/2026;13/5/2026;22/5/2026;4/5/2026;;
00377-YPF 3° loop;1016915;ZSSD;PINCEL CERDA NB 20;;;MR01;377;V1;5;10;C22;INSUMOS C;FERRETERIA;INSUMOS;KG;ZPAN;DESPACHADO;1000087728;4500127132;18/5/2026;18/5/2026;21/5/2026;22/5/2026;4/5/2026;C22;10149109
00377-YPF 3° loop;1001952;ZSTO;TRAPO LIMPIO (BOLSAX10KG) XUN;;MÚLT. 10 KG;MR01;377;V1;5;10;C27;FERRETERIA MR01;FERRETERIA;ACCESORIOS;KG;ZPAS;DESPACHADO;1000087793;;;18/5/2026;21/5/2026;26/5/2026;5/5/2026;;
00377-YPF 3° loop;1013685;ZSSD;CAMPERA ABRIGO IGNIFUGA  C/LOGO  T. M;No aplica;CON REFLECTIVO T. M-;MR01;377;V1;5;10;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000087868;4500127918;;;;29/5/2026;6/5/2026;C28;10149398
00377-YPF 3° loop;1017008;ZSSD;ADHESIVO SINTETICO 50GR;;VOLIGOMA;MR01;377;V1;10;20;C17;INSUMOS A;FERRETERIA;ADHESIVOS;KG;ZPAN;DESPACHADO;1000087868;4500127172;14/5/2026;14/5/2026;21/5/2026;27/5/2026;6/5/2026;C17;10149398
00377-YPF 3° loop;1001738;ZSTO;GRILLETE 7/8   8,5TONELADASC CERTIFICADO;;;MR01;377;V1;1;2;C27;FERRETERIA MR01;SEGURIDAD;LOGISTICA;KG;ZPAS;SIN TRATAMIENTO;1000088031;;;;;29/5/2026;8/5/2026;;
