CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;FECHA CUMPLIMIENTO FINAL UNIFICADA;COMPROMETIDOS;ENTREGADOS;NO ENTREGADOS;NO ENTREGADOS CRITICOS;NO ENTREGADOS NO CRITICOS;ENTREGADOS AT;ENTREGADOS AT CRITICOS;ENTREGADOS AT NO CRITICOS;ENTREGADOS FT;ENTREGADOS FT CRITICOS;ENTREGADOS FT NO CRITICOS;DIAS DE DEMORA;CLASIFICACION;Año;Personalizado;Valor objetivo cumpli;Demora Max Objetivo;Demora-7;DemoraMaxObjetivo;CLASIFICACION 2;Columna1;Columna2;CONCATENA;BUSCA EL ALMACEN ;Vacío
00365 RIO TINTO;1000078268;140;ZPAN;Materiales Piping;;0;;;;MGAUDELLI;1017171;DESTORNILLADOR AISLADO PLANO 4.0X100MM;1;Materiales Stock S/Devol;CUMPLIDO;U365;1;21/11/2025;5/12/2025;diciembre;10136596;200;1;21/11/2025;26/11/2025;C27;4500114049;170;4401;1;JESPARZA;27/11/2025;27/11/2025;4/12/2025;4/12/2025;C27;TUKUY S.R.L.;1;0;0;1;5000154117;2/12/2025;4401;15;1;2/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;2/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1017171365;365;
00365 RIO TINTO;1000078268;150;ZPAN;Materiales Piping;;0;;;;MGAUDELLI;1013207;"MOTOBOMBA 4""";1;Mat. genericos EQP Menor;CUMPLIDO;U365;1;21/11/2025;5/12/2025;diciembre;10136596;150;1;21/11/2025;26/11/2025;C35;4500114226;70;4401;1;MZERPA;29/11/2025;3/12/2025;5/12/2025;5/12/2025;C35;MINING SUPPLY SEED S. R. L.;1;0;0;1;5000155580;15/12/2025;4401;7;1;15/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;15/12/2025;1;1;0;0;0;0;0;0;1;0;1;10;SEDE;2025;Período Contable;0,75;7;3;7;SEDE;#N/D;#N/D;1013207365;365;
00365 RIO TINTO;1000078268;160;ZPAN;Materiales Piping;;0;;;;MGAUDELLI;1012896;POLIPIG 160MM;3;Materiales genericos;SIN TRATAMIENTO;U365;1;21/11/2025;26/12/2025;diciembre;10136596;160;1;21/11/2025;26/11/2025;C09;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078268;170;ZPAN;Materiales Piping;;0;;;;MGAUDELLI;1012896;POLIPIG 200MM;3;Materiales genericos;SIN TRATAMIENTO;U365;1;21/11/2025;26/12/2025;diciembre;10136596;170;1;21/11/2025;26/11/2025;C09;;0;;0;;;;;;;;0;3;0;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078268;180;ZPAN;Materiales Piping;;0;;;;MGAUDELLI;1012623;"TACO MADERA 3"" X 3"" X 60CM";50;Materiales genericos;CUMPLIDO;U365;1;21/11/2025;5/12/2025;diciembre;10136596;180;1;21/11/2025;26/11/2025;C22;4500114723;20;4401;1;GJULIANI;5/12/2025;5/12/2025;12/12/2025;24/12/2025;C22;RESTON MADERAS S.R.L.;50;0;0;50;5000156771;27/12/2025;4401;2;1;27/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;27/12/2025;1;1;0;0;0;0;0;0;1;0;1;22;SEDE;2025;Período Contable;0,75;7;15;7;SEDE;#N/D;#N/D;1012623365;365;
00365 RIO TINTO;1000078268;190;ZPAN;Materiales Piping;;0;;;;MGAUDELLI;1012896;JUEGO HOJA TRINCHETA RETRACTIL;2;Materiales genericos;CUMPLIDO;U365;1;21/11/2025;5/12/2025;diciembre;10136596;190;1;21/11/2025;26/11/2025;C27;4500114049;160;4401;1;JESPARZA;27/11/2025;27/11/2025;4/12/2025;4/12/2025;C27;TUKUY S.R.L.;2;0;0;2;5000154117;2/12/2025;4401;14;1;2/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;2/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078341;20;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1012896;BUZON DE PARED 24X26X7CM;12;Materiales genericos;ADJUDICADO;U365;1;25/11/2025;9/12/2025;diciembre;10136657;20;1;25/11/2025;26/11/2025;C28;4500115381;30;4401;1;GJULIANI;15/12/2025;15/12/2025;30/12/2025;30/12/2025;C17;GO CLEAN S.A.S.;12;0;12;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078341;30;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1001773;CHALECOMICROPERFAMARILLOCONREFLECTIVO;30;Materiales Stock;CUMPLIDO;U365;1;25/11/2025;15/12/2025;diciembre;10136657;30;1;25/11/2025;26/11/2025;C28;4500114567;80;4401;1;GJULIANI;3/12/2025;4/12/2025;12/12/2025;12/12/2025;C28;ANTONIO B ATENOR E HIJOS S R L;30;0;0;30;5000154856;9/12/2025;4401;2;3;9/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;9/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1001773365;365;
00365 RIO TINTO;1000078341;50;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1012897;SOGA CON MOSQUETONES X 20MTS;6;Materiales genericos;ADJUDICADO;U365;1;25/11/2025;18/12/2025;diciembre;10136657;50;1;25/11/2025;26/11/2025;C27;4500115422;20;4401;1;JESPARZA;15/12/2025;15/12/2025;22/12/2025;22/12/2025;C27;MINING SUPPLY SEED S. R. L.;6;0;6;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012897365;365;
00365 RIO TINTO;1000078341;80;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1011777;ANTILATIGO 1 4PGX960MM;10;Materiales usuales;CUMPLIDO;U365;1;25/11/2025;9/12/2025;diciembre;10136657;80;1;25/11/2025;26/11/2025;C28;4500114845;10;4401;1;GJULIANI;9/12/2025;9/12/2025;16/12/2025;16/12/2025;C28;BOLLINI S.A;10;0;0;10;5000155460;12/12/2025;4401;1;2;12/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;12/12/2025;1;1;0;0;0;0;0;0;1;0;1;3;SEDE;2025;Período Contable;0,75;7;-4;7;SEDE;#N/D;#N/D;1011777365;365;
00365 RIO TINTO;1000078341;90;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1012852;MASTIC 4000 SATIN ENDURECEDOR X LT;12;Materiales genericos;CUMPLIDO;U365;1;25/11/2025;9/12/2025;diciembre;10136657;90;1;25/11/2025;26/11/2025;C22;4500114929;20;4401;1;GJULIANI;9/12/2025;9/12/2025;26/12/2025;26/12/2025;C22;BOLLINI S.A;12;0;0;12;5000156888;29/12/2025;4401;1;1;29/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;29/12/2025;1;1;0;0;0;0;0;0;1;0;1;20;SEDE;2025;Período Contable;0,75;7;13;7;SEDE;#N/D;#N/D;1012852365;365;
00365 RIO TINTO;1000078341;110;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1012896;RASCADOR DE 200MM PLANO;4;Materiales genericos;ADJUDICADO;U365;1;25/11/2025;18/12/2025;diciembre;10136657;100;1;25/11/2025;26/11/2025;C27;4500115422;30;4401;1;JESPARZA;15/12/2025;15/12/2025;22/12/2025;22/12/2025;C27;MINING SUPPLY SEED S. R. L.;4;0;4;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078341;120;ZPAN;PM N°17 SSYMA;;0;;;;MGAUDELLI;1012896;PLANCHA KLINGER PARA JUNTA 3MM;1;Materiales genericos;ADJUDICADO;U365;1;25/11/2025;18/12/2025;diciembre;10136657;110;1;25/11/2025;26/11/2025;C27;4500115422;40;4401;1;JESPARZA;15/12/2025;15/12/2025;22/12/2025;22/12/2025;C27;MINING SUPPLY SEED S. R. L.;1;0;1;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078354;10;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1002353;TUERCA 5 8;88;Materiales Stock;CUMPLIDO PARCIAL;U365;20;25/11/2025;15/12/2025;diciembre;10136667;10;1;25/11/2025;26/11/2025;C29;4500114754;10;UT08;1;RPEREZ;5/12/2025;9/12/2025;15/12/2025;16/12/2025;C29;AGRONORTE S.R.L.;88;0;1;87;5000155573;15/12/2025;;0;1;15/12/2025;LNASUTI;;8000081917;87;1;LNASUTI;15/12/2025;17/12/2025;12672;1 365 CC;CCARRIL;15/12/2025;4900397998;87;JBASSANI;29/12/2025;17/12/2025;17/12/2025;1;0;1;0;1;0;0;0;0;0;0;;EQUIPOS;2025;Período Contable;0,75;7;;7;COMPRAS EQUIPOS REP;#N/D;#N/D;1002353365;365;
00365 RIO TINTO;1000078354;20;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1002938;FILTRO HIDRAULICO RETORNO;3;Materiales Stock;CUMPLIDO;U365;20;25/11/2025;15/12/2025;diciembre;10136667;20;1;25/11/2025;26/11/2025;C29;4500114324;10;UT08;1;RPEREZ;1/12/2025;2/12/2025;15/12/2025;15/12/2025;C29;ESCANDINAVIA DEL PLATA SA;3;0;0;3;5000155450;12/12/2025;UT08;1;1;12/12/2025;LNASUTI;;8000081841;3;1;LNASUTI;12/12/2025;17/12/2025;12672;1 365 CC;CCARRIL;15/12/2025;4900398001;3;JBASSANI;29/12/2025;17/12/2025;17/12/2025;1;1;0;0;0;0;0;0;1;0;1;2;EQUIPOS;2025;Período Contable;0,75;7;-5;7;COMPRAS EQUIPOS;1002938;0;1002938365;365;
00365 RIO TINTO;1000078354;30;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1003144;FILTRO HIDRAULICO PILOTO;3;Materiales Stock;CUMPLIDO;U365;20;25/11/2025;15/12/2025;diciembre;10136667;30;1;25/11/2025;26/11/2025;C29;4500114324;20;UT08;1;RPEREZ;1/12/2025;2/12/2025;15/12/2025;15/12/2025;C29;ESCANDINAVIA DEL PLATA SA;3;0;0;3;5000155450;12/12/2025;UT08;2;1;12/12/2025;LNASUTI;;8000081841;3;1;LNASUTI;12/12/2025;17/12/2025;12672;1 365 CC;CCARRIL;15/12/2025;4900398001;3;JBASSANI;29/12/2025;17/12/2025;17/12/2025;1;1;0;0;0;0;0;0;1;0;1;2;EQUIPOS;2025;Período Contable;0,75;7;-5;7;COMPRAS EQUIPOS;1003144;0;1003144365;365;
00365 RIO TINTO;1000078354;40;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1015963;ANTEOJO LIBUS ECOLINE GRIS HC;123;Materiales Stock C/Devol;CUMPLIDO;U365;1;25/11/2025;15/12/2025;diciembre;10136667;40;1;25/11/2025;26/11/2025;C28;4500114010;10;4401;1;GJULIANI;27/11/2025;27/11/2025;12/12/2025;12/12/2025;C28;ANTONIO B ATENOR E HIJOS S R L;123;0;0;123;5000153886;29/11/2025;4401;1;1;29/11/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;29/11/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1015963;0;1015963365;365;
00365 RIO TINTO;1000078354;50;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1016168;FILTRO LINEA MARTILLO HIDRAULICO;3;Materiales Stock;CUMPLIDO;U365;20;25/11/2025;15/12/2025;diciembre;10136667;50;1;25/11/2025;26/11/2025;C29;4500114324;30;UT08;1;RPEREZ;1/12/2025;2/12/2025;15/12/2025;15/12/2025;C29;ESCANDINAVIA DEL PLATA SA;3;0;0;3;5000155450;12/12/2025;UT08;3;1;12/12/2025;LNASUTI;;8000081841;3;1;LNASUTI;12/12/2025;17/12/2025;12672;1 365 CC;CCARRIL;15/12/2025;4900398001;3;JBASSANI;29/12/2025;17/12/2025;17/12/2025;1;1;0;0;0;0;0;0;1;0;1;2;EQUIPOS;2025;Período Contable;0,75;7;-5;7;COMPRAS EQUIPOS;1016168;0;1016168365;365;
00365 RIO TINTO;1000078354;60;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1036794;GUANTE ANTICORTE GRADO 3 C/CERTIFICADO;147;Materiales Stock C/Devol;CUMPLIDO;U365;1;25/11/2025;15/12/2025;diciembre;10136667;60;1;25/11/2025;26/11/2025;C28;4500114010;20;4401;1;GJULIANI;27/11/2025;27/11/2025;12/12/2025;12/12/2025;C28;ANTONIO B ATENOR E HIJOS S R L;147;0;0;147;5000153886;29/11/2025;4401;2;1;29/11/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;29/11/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1036794;0;1036794365;365;
00365 RIO TINTO;1000078412;10;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1017010;BOLIGRAFO TRAZO FINO AZUL;50;Materiales Stock S/Devol;CUMPLIDO;U365;1;26/11/2025;16/12/2025;diciembre;10136760;10;1;26/11/2025;26/11/2025;C35;4500114837;30;4401;1;MZERPA;6/12/2025;6/12/2025;11/12/2025;11/12/2025;C35;LIBRERIA SAN PABLO S.R.L.;50;0;0;50;5000155215;11/12/2025;4401;3;1;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1017010;0;1017010365;365;
00365 RIO TINTO;1000078412;20;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1001888;BOLSAS RESIDUOS XUN 102X130 NEGRA;140;Materiales Stock;CUMPLIDO;U365;1;26/11/2025;16/12/2025;diciembre;10136760;20;1;26/11/2025;26/11/2025;C35;4500114839;20;4401;1;MZERPA;7/12/2025;7/12/2025;16/12/2025;12/12/2025;C35;GO CLEAN S.A.S.;140;0;0;140;5000155469;12/12/2025;4401;1;1;12/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;12/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1001888;0;1001888365;365;
00365 RIO TINTO;1000078413;10;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1015983;CAMISA JEAN T.44;10;Materiales Stock C/Devol;CUMPLIDO;U365;1;26/11/2025;26/12/2025;diciembre;10136761;10;1;26/11/2025;26/11/2025;C28;4500114567;60;4401;1;GJULIANI;3/12/2025;4/12/2025;12/12/2025;12/12/2025;C28;ANTONIO B ATENOR E HIJOS S R L;10;0;0;10;5000155201;11/12/2025;4401;4;1;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1015983365;365;
00365 RIO TINTO;1000078491;10;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1018496;FILTRO DE ACEITE;4;Materiales Stock S/Devol;CUMPLIDO;U365;1;27/11/2025;17/12/2025;diciembre;10136869;10;1;27/11/2025;28/11/2025;AGV;4500114560;10;4401;1;MREY;3/12/2025;3/12/2025;17/12/2025;17/12/2025;AGV;TADEMAQ EQUIPOS PESADOS S.R.L.;4;0;0;4;5000155220;11/12/2025;4401;1;3;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;AGV;2025;Período Contable;0,75;7;;7;AGV;1018496;0;1018496365;365;
00365 RIO TINTO;1000078517;120;ZPAN;CERCO ZPI 4000006195;;0;;;;CSOSA;1012896;Aerosol galvanizado en frio 450 cm3;10;Materiales genericos;CUMPLIDO;U365;1;27/11/2025;11/12/2025;diciembre;10136922;120;1;27/11/2025;28/11/2025;C35;4500114358;10;4401;1;MZERPA;1/12/2025;1/12/2025;11/12/2025;9/12/2025;C35;MINING SUPPLY SEED S. R. L.;10;0;0;10;5000155299;11/12/2025;4401;1;1;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078518;10;ZPAN;BOLSAS RAFIA GEO;;20;;;;CSOSA;1027134;BOLSA DE RAFIA 50X70;20000;Materiales Stock S/Devol;CUMPLIDO;U365;1;27/11/2025;11/12/2025;diciembre;10136924;10;1;27/11/2025;28/11/2025;C27;4500115164;10;4401;1;JESPARZA;11/12/2025;12/12/2025;19/12/2025;19/12/2025;C27;ALL IN SA;20000;0;0;20000;5000156003;18/12/2025;4401;1;1;18/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;18/12/2025;1;1;0;0;0;0;0;0;1;1;0;7;SEDE;2025;Período Contable;0,75;7;0;7;SEDE;#N/D;#N/D;1027134365;365;
00365 RIO TINTO;1000078543;10;ZPAN;PM- SSYMA Nº 16;;0;;;;CSOSA;1012605;PINZA AMPEROMETRICA;1;Materiales genericos;CUMPLIDO;U365;1;28/11/2025;12/12/2025;diciembre;10136959;10;1;28/11/2025;28/11/2025;C35;4500114222;20;4401;1;MZERPA;29/11/2025;29/11/2025;3/12/2025;3/12/2025;C35;RAMOS MARIO SEBASTIAN;1;0;0;1;5000154771;6/12/2025;4401;1;1;6/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;6/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012605365;365;
00365 RIO TINTO;1000078543;20;ZPAN;PM- SSYMA Nº 16;;0;;;;CSOSA;1012896;JGO DESTORNILLADOR AISLADO;1;Materiales genericos;CUMPLIDO;U365;1;28/11/2025;12/12/2025;diciembre;10136959;20;1;28/11/2025;28/11/2025;C35;4500114222;30;4401;1;MZERPA;29/11/2025;29/11/2025;3/12/2025;3/12/2025;C35;RAMOS MARIO SEBASTIAN;1;0;0;1;5000154771;6/12/2025;4401;2;1;6/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;6/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012896365;365;
00365 RIO TINTO;1000078543;30;ZPAN;PM- SSYMA Nº 16;;0;;;;CSOSA;1046920;CAJA HERR. MECANICO PVC 450X220X220MM;1;Materiales usuales;CUMPLIDO;U365;1;28/11/2025;12/12/2025;diciembre;10136959;30;1;28/11/2025;28/11/2025;C35;4500114965;20;4401;1;MZERPA;9/12/2025;9/12/2025;11/12/2025;11/12/2025;C35;FLORES CARLOS FELIPE Y OTROS S H;1;0;0;1;5000155208;11/12/2025;4401;2;1;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1046920365;365;
00365 RIO TINTO;1000078562;10;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1017049;TRAPO DE PISO REFORZADO;4;Materiales Stock S/Devol;CUMPLIDO;U365;1;28/11/2025;19/12/2025;diciembre;10136975;10;1;28/11/2025;28/11/2025;C35;4500114839;30;4401;1;MZERPA;7/12/2025;7/12/2025;19/12/2025;12/12/2025;C35;GO CLEAN S.A.S.;4;0;0;4;5000155469;12/12/2025;4401;2;1;12/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;12/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1017049;0;1017049365;365;
00365 RIO TINTO;1000078562;20;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1018847;FILTRO DE COMBUSTIBLE;5;Materiales Stock S/Devol;CUMPLIDO;U365;1;28/11/2025;19/12/2025;diciembre;10136975;20;1;28/11/2025;28/11/2025;AGV;4500114559;20;4401;1;MREY;3/12/2025;3/12/2025;19/12/2025;19/12/2025;AGV;TADEMAQ EQUIPOS PESADOS S.R.L.;5;0;0;5;5000154991;10/12/2025;4401;3;1;10/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;10/12/2025;1;1;0;0;0;1;0;1;0;0;0;;AGV;2025;Período Contable;0,75;7;;7;AGV;1018847;0;1018847365;365;
00365 RIO TINTO;1000078562;30;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1018896;FILTRO ACEITE MOTOR;6;Materiales Stock S/Devol;CUMPLIDO;U365;1;28/11/2025;19/12/2025;diciembre;10136975;30;1;28/11/2025;28/11/2025;AGV;4500114559;30;4401;1;MREY;3/12/2025;3/12/2025;19/12/2025;19/12/2025;AGV;TADEMAQ EQUIPOS PESADOS S.R.L.;6;0;0;6;5000154991;10/12/2025;4401;4;1;10/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;10/12/2025;1;1;0;0;0;1;0;1;0;0;0;;AGV;2025;Período Contable;0,75;7;;7;AGV;1018896;0;1018896365;365;
00365 RIO TINTO;1000078562;40;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1018900;FILTRO EXTERNO (A/A);3;Materiales Stock S/Devol;ADJUDICADO;U365;1;28/11/2025;19/12/2025;diciembre;10136975;40;1;28/11/2025;28/11/2025;AGV;4500115993;40;4401;1;MREY;22/12/2025;22/12/2025;22/1/2026;22/1/2026;AGV;BRAMAQ SRL;3;0;3;0;;;;0;0;;;;;0;0;;;;;;;;;0;;;;;1;0;1;0;1;0;0;0;0;0;0;;AGV;2025;Período Contable;0,75;7;;7;AGV;1018900;0;1018900365;365;
00365 RIO TINTO;1000078563;10;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1015982;CAMISA JEAN T.42;9;Materiales Stock C/Devol;CUMPLIDO;U365;1;28/11/2025;29/12/2025;diciembre;10136976;10;1;28/11/2025;28/11/2025;C28;4500114567;40;4401;1;GJULIANI;3/12/2025;4/12/2025;12/12/2025;12/12/2025;C28;ANTONIO B ATENOR E HIJOS S R L;9;0;0;9;5000155201;11/12/2025;4401;2;1;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1015982365;365;
00365 RIO TINTO;1000078563;20;ZPAN;REP STOCK 0365;;0;;;;AGUERRERO;1042132;CAMISA JEAN T.46;10;Materiales Stock C/Devol;CUMPLIDO;U365;1;28/11/2025;29/12/2025;diciembre;10136976;20;1;28/11/2025;28/11/2025;C28;4500114567;50;4401;1;GJULIANI;3/12/2025;4/12/2025;12/12/2025;12/12/2025;C28;ANTONIO B ATENOR E HIJOS S R L;10;0;0;10;5000155201;11/12/2025;4401;3;1;11/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;11/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1042132365;365;
00365 RIO TINTO;1000078582;10;ZPAN;PM DEVOLUCION PAÑOL;;20;;;;CSOSA;1001678;FICHA T.STECK HEMBRA 220V 16A 2P T X UN;5;Materiales Stock;CUMPLIDO;U365;1;28/11/2025;12/12/2025;diciembre;10137010;10;1;28/11/2025;28/11/2025;C35;4500114223;10;4401;1;MZERPA;29/11/2025;29/11/2025;3/12/2025;3/12/2025;C35;ROVI S.R.L.;5;0;0;5;5000154126;2/12/2025;4401;1;1;2/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;2/12/2025;1;1;0;0;0;1;1;0;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;1001678;0;1001678365;365;
00365 RIO TINTO;1000078587;10;ZPAN;PEDIDO LABORATORIO;;0;;;;CSOSA;1012424;MAZA MINERO 2KG;4;Materiales usuales;CUMPLIDO;U365;1;28/11/2025;12/12/2025;diciembre;10137013;10;1;28/11/2025;28/11/2025;C35;4500114450;20;4401;1;MZERPA;2/12/2025;2/12/2025;10/12/2025;10/12/2025;C35;FLORES CARLOS FELIPE Y OTROS S H;4;0;0;4;5000154421;4/12/2025;4401;2;1;4/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;4/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012424365;365;
00365 RIO TINTO;1000078587;20;ZPAN;PEDIDO LABORATORIO;;0;;;;CSOSA;1012425;MAZA MINERO 3 KG;2;Materiales usuales;CUMPLIDO;U365;1;28/11/2025;12/12/2025;diciembre;10137013;20;1;28/11/2025;28/11/2025;C35;4500114450;30;4401;1;MZERPA;2/12/2025;2/12/2025;10/12/2025;10/12/2025;C35;FLORES CARLOS FELIPE Y OTROS S H;2;0;0;2;5000154421;4/12/2025;4401;3;1;4/12/2025;JBASSANI;;;0;0;;;;;;;;;0;;;;4/12/2025;1;1;0;0;0;1;0;1;0;0;0;;SEDE;2025;Período Contable;0,75;7;;7;SEDE;#N/D;#N/D;1012425365;365;
